overall_rank,overall_score,overall_raw_score,top_marks_rank,top_marks_score,top_marks_raw_score,enjoyment_rank,enjoyment_score,enjoyment_raw_score,creativity_rank,creativity_score,creativity_raw_score,presentation_rank,presentation_score,presentation_raw_score
#5587,1.549,1.833,n/a,n/a,n/a,#5388,1.521,1.800,#5572,1.606,1.900,#5581,1.521,1.800
#5588,1.549,1.833,n/a,n/a,n/a,#5901,1.183,1.400,#5730,1.437,1.700,#4555,2.028,2.400
#5589,1.549,2.190,n/a,n/a,n/a,#5392,1.515,2.143,#5661,1.515,2.143,#5402,1.616,2.286
#5589,1.549,2.190,n/a,n/a,n/a,#5392,1.515,2.143,#5500,1.616,2.286,#5584,1.515,2.143
#5589,1.549,2.190,n/a,n/a,n/a,#5392,1.515,2.143,#5500,1.616,2.286,#5584,1.515,2.143
#5589,1.549,2.190,n/a,n/a,n/a,#5811,1.212,1.714,#5500,1.616,2.286,#4967,1.818,2.571
#5589,1.549,2.190,n/a,n/a,n/a,#4720,1.818,2.571,#5500,1.616,2.286,#5903,1.212,1.714
#5595,1.549,2.190,n/a,n/a,n/a,#5176,1.616,2.286,#5869,1.313,1.857,#5184,1.717,2.429
#5595,1.549,2.190,n/a,n/a,n/a,#5176,1.616,2.286,#5500,1.616,2.286,#5741,1.414,2.000
#5595,1.549,2.190,n/a,n/a,n/a,#5595,1.414,2.000,#5123,1.818,2.571,#5741,1.414,2.000
#5595,1.549,2.190,n/a,n/a,n/a,#4943,1.717,2.429,#5661,1.515,2.143,#5741,1.414,2.000
#5595,1.549,2.190,n/a,n/a,n/a,#5923,1.111,1.571,#5123,1.818,2.571,#5184,1.717,2.429
#5595,1.549,2.190,n/a,n/a,n/a,#5595,1.414,2.000,#5661,1.515,2.143,#5184,1.717,2.429
#5595,1.549,2.190,n/a,n/a,n/a,#5811,1.212,1.714,#5661,1.515,2.143,#4796,1.919,2.714
#5595,1.549,2.190,n/a,n/a,n/a,#5392,1.515,2.143,#5323,1.717,2.429,#5741,1.414,2.000
#5603,1.544,1.926,n/a,n/a,n/a,#5795,1.247,1.556,#5744,1.425,1.778,#4735,1.960,2.444
#5603,1.544,1.926,n/a,n/a,n/a,#5434,1.514,1.889,#5744,1.425,1.778,#5274,1.693,2.111
#5603,1.544,1.926,n/a,n/a,n/a,#5504,1.425,1.778,#5702,1.514,1.889,#5274,1.693,2.111
#5606,1.543,2.042,n/a,n/a,n/a,#5243,1.606,2.125,#5557,1.606,2.125,#5732,1.417,1.875
#5607,1.543,2.042,n/a,n/a,n/a,#5011,1.701,2.250,#5944,1.228,1.625,#5244,1.701,2.250
#5607,1.543,2.042,n/a,n/a,n/a,#5801,1.228,1.625,#4991,1.890,2.500,#5632,1.512,2.000
#5609,1.543,1.667,n/a,n/a,n/a,#5470,1.466,1.583,#5598,1.543,1.667,#5397,1.620,1.750
#5610,1.543,1.667,n/a,n/a,n/a,#5170,1.620,1.750,#5393,1.697,1.833,#5836,1.312,1.417
#5610,1.543,1.667,n/a,n/a,n/a,#5906,1.157,1.250,#4916,1.929,2.083,#5505,1.543,1.667
#5612,1.543,1.667,n/a,n/a,n/a,#5304,1.543,1.667,#5495,1.620,1.750,#5660,1.466,1.583
#5613,1.533,1.533,n/a,n/a,n/a,#5666,1.333,1.333,#5185,1.800,1.800,#5659,1.467,1.467
#5614,1.531,1.727,n/a,n/a,n/a,#5237,1.612,1.818,#5603,1.531,1.727,#5666,1.450,1.636
#5615,1.531,1.727,n/a,n/a,n/a,#5839,1.209,1.364,#5235,1.773,2.000,#5455,1.612,1.818
#5615,1.531,1.727,n/a,n/a,n/a,#5651,1.370,1.545,#5549,1.612,1.818,#5455,1.612,1.818
#5617,1.529,1.529,n/a,n/a,n/a,#5285,1.588,1.588,#5606,1.529,1.529,#5657,1.471,1.471
#5618,1.528,2.333,n/a,n/a,n/a,#5326,1.528,2.333,#5608,1.528,2.333,#5527,1.528,2.333
#5618,1.528,2.333,n/a,n/a,n/a,#5511,1.418,2.167,#5030,1.855,2.833,#5842,1.309,2.000
#5618,1.528,2.333,n/a,n/a,n/a,#5100,1.637,2.500,#5030,1.855,2.833,#6002,1.091,1.667
#5618,1.528,2.333,n/a,n/a,n/a,#5511,1.418,2.167,#5030,1.855,2.833,#5842,1.309,2.000
#5618,1.528,2.333,n/a,n/a,n/a,#5511,1.418,2.167,#5248,1.746,2.667,#5691,1.418,2.167
#5618,1.528,2.333,n/a,n/a,n/a,#5326,1.528,2.333,#5608,1.528,2.333,#5527,1.528,2.333
#5618,1.528,2.333,n/a,n/a,n/a,#5511,1.418,2.167,#5608,1.528,2.333,#5308,1.637,2.500
#5618,1.528,2.333,n/a,n/a,n/a,#5100,1.637,2.500,#5747,1.418,2.167,#5527,1.528,2.333
#5618,1.528,2.333,n/a,n/a,n/a,#5326,1.528,2.333,#5608,1.528,2.333,#5527,1.528,2.333
#5618,1.528,2.333,n/a,n/a,n/a,#5326,1.528,2.333,#5608,1.528,2.333,#5527,1.528,2.333
#5618,1.528,2.333,n/a,n/a,n/a,#5326,1.528,2.333,#5608,1.528,2.333,#5527,1.528,2.333
#5618,1.528,2.333,n/a,n/a,n/a,#5511,1.418,2.167,#5430,1.637,2.500,#5527,1.528,2.333
#5618,1.528,2.333,n/a,n/a,n/a,#5511,1.418,2.167,#5430,1.637,2.500,#5527,1.528,2.333
#5631,1.528,2.333,n/a,n/a,n/a,#5326,1.528,2.333,#5248,1.746,2.667,#5842,1.309,2.000
#5631,1.528,2.333,n/a,n/a,n/a,#5511,1.418,2.167,#5747,1.418,2.167,#5106,1.746,2.667
#5631,1.528,2.333,n/a,n/a,n/a,#5847,1.200,1.833,#5430,1.637,2.500,#5106,1.746,2.667
#5634,1.526,1.526,n/a,n/a,n/a,#5905,1.158,1.158,#4762,2.000,2.000,#5690,1.421,1.421
#5635,1.521,1.800,n/a,n/a,n/a,#5388,1.521,1.800,#5656,1.521,1.800,#5581,1.521,1.800
#5636,1.517,1.639,n/a,n/a,n/a,#5906,1.157,1.250,#5393,1.697,1.833,#5263,1.697,1.833
#5637,1.515,2.143,n/a,n/a,n/a,#4943,1.717,2.429,#5808,1.414,2.000,#5741,1.414,2.000
#5637,1.515,2.143,n/a,n/a,n/a,#5923,1.111,1.571,#5123,1.818,2.571,#5402,1.616,2.286
#5637,1.515,2.143,n/a,n/a,n/a,#5686,1.313,1.857,#5323,1.717,2.429,#5584,1.515,2.143
#5637,1.515,2.143,n/a,n/a,n/a,#5686,1.313,1.857,#5661,1.515,2.143,#5184,1.717,2.429
#5637,1.515,2.143,n/a,n/a,n/a,#5392,1.515,2.143,#5808,1.414,2.000,#5402,1.616,2.286
#5637,1.515,2.143,n/a,n/a,n/a,#5595,1.414,2.000,#5661,1.515,2.143,#5402,1.616,2.286
#5637,1.515,2.143,n/a,n/a,n/a,#5686,1.313,1.857,#5661,1.515,2.143,#5184,1.717,2.429
#5637,1.515,2.143,n/a,n/a,n/a,#5392,1.515,2.143,#5661,1.515,2.143,#5584,1.515,2.143
#5637,1.515,2.143,n/a,n/a,n/a,#5686,1.313,1.857,#4929,1.919,2.714,#5815,1.313,1.857
#5637,1.515,2.143,n/a,n/a,n/a,#5811,1.212,1.714,#5951,1.212,1.714,#4320,2.121,3.000
#5637,1.515,2.143,n/a,n/a,n/a,#5392,1.515,2.143,#5500,1.616,2.286,#5741,1.414,2.000
#5648,1.514,1.889,n/a,n/a,n/a,#5795,1.247,1.556,#5577,1.604,2.000,#5274,1.693,2.111
#5648,1.514,1.889,n/a,n/a,n/a,#5046,1.693,2.111,#5577,1.604,2.000,#5897,1.247,1.556
#5650,1.514,2.533,n/a,n/a,n/a,#5295,1.554,2.600,#5589,1.554,2.600,#5677,1.434,2.400
#5650,1.514,2.533,n/a,n/a,n/a,#5496,1.434,2.400,#5589,1.554,2.600,#5497,1.554,2.600
#5650,1.514,2.533,n/a,n/a,n/a,#5679,1.315,2.200,#5420,1.673,2.800,#5497,1.554,2.600
#5650,1.514,2.533,n/a,n/a,n/a,#5992,1.076,1.800,#5589,1.554,2.600,#4846,1.912,3.200
#5654,1.512,2.000,n/a,n/a,n/a,#5574,1.417,1.875,#5703,1.512,2.000,#5463,1.606,2.125
#5654,1.512,2.000,n/a,n/a,n/a,#5574,1.417,1.875,#5797,1.417,1.875,#5244,1.701,2.250
#5654,1.512,2.000,n/a,n/a,n/a,#5668,1.323,1.750,#5377,1.701,2.250,#5632,1.512,2.000
#5654,1.512,2.000,n/a,n/a,n/a,#5574,1.417,1.875,#5703,1.512,2.000,#5463,1.606,2.125
#5658,1.507,1.564,n/a,n/a,n/a,#5900,1.186,1.231,#5105,1.853,1.923,#5653,1.482,1.538
#5659,1.504,1.697,n/a,n/a,n/a,#5839,1.209,1.364,#5235,1.773,2.000,#5517,1.531,1.727
#5660,1.493,1.767,n/a,n/a,n/a,#5492,1.437,1.700,#5228,1.775,2.100,#5890,1.268,1.500
#5660,1.493,1.767,n/a,n/a,n/a,#5388,1.521,1.800,#5656,1.521,1.800,#5673,1.437,1.700
#5662,1.493,1.493,n/a,n/a,n/a,#5800,1.229,1.229,#5719,1.500,1.500,#5101,1.750,1.750
#5663,1.492,1.492,n/a,n/a,n/a,#5000,1.714,1.714,#5936,1.286,1.286,#5656,1.476,1.476
#5664,1.492,1.611,n/a,n/a,n/a,#5470,1.466,1.583,#5724,1.466,1.583,#5505,1.543,1.667
#5664,1.492,1.611,n/a,n/a,n/a,#5644,1.389,1.500,#5495,1.620,1.750,#5660,1.466,1.583
#5666,1.492,1.611,n/a,n/a,n/a,#5798,1.234,1.333,#5393,1.697,1.833,#5505,1.543,1.667
#5667,1.491,2.278,n/a,n/a,n/a,#5731,1.309,2.000,#5030,1.855,2.833,#5842,1.309,2.000
#5667,1.491,2.278,n/a,n/a,n/a,#5511,1.418,2.167,#5430,1.637,2.500,#5691,1.418,2.167
#5667,1.491,2.278,n/a,n/a,n/a,#5511,1.418,2.167,#5747,1.418,2.167,#5308,1.637,2.500
#5667,1.491,2.278,n/a,n/a,n/a,#5847,1.200,1.833,#5898,1.309,2.000,#4677,1.964,3.000
#5667,1.491,2.278,n/a,n/a,n/a,#5100,1.637,2.500,#5430,1.637,2.500,#5929,1.200,1.833
#5667,1.491,2.278,n/a,n/a,n/a,#5100,1.637,2.500,#5975,1.200,1.833,#5308,1.637,2.500
#5667,1.491,2.278,n/a,n/a,n/a,#5511,1.418,2.167,#5747,1.418,2.167,#5308,1.637,2.500
#5667,1.491,2.278,n/a,n/a,n/a,#5847,1.200,1.833,#5747,1.418,2.167,#4895,1.855,2.833
#5667,1.491,2.278,n/a,n/a,n/a,#5731,1.309,2.000,#5248,1.746,2.667,#5691,1.418,2.167
#5667,1.491,2.278,n/a,n/a,n/a,#5731,1.309,2.000,#5248,1.746,2.667,#5691,1.418,2.167
#5667,1.491,2.278,n/a,n/a,n/a,#5847,1.200,1.833,#5248,1.746,2.667,#5527,1.528,2.333
#5667,1.491,2.278,n/a,n/a,n/a,#5731,1.309,2.000,#5430,1.637,2.500,#5527,1.528,2.333
#5667,1.491,2.278,n/a,n/a,n/a,#5511,1.418,2.167,#5248,1.746,2.667,#5842,1.309,2.000
#5667,1.491,2.278,n/a,n/a,n/a,#5847,1.200,1.833,#5248,1.746,2.667,#5527,1.528,2.333
#5667,1.491,2.278,n/a,n/a,n/a,#4866,1.746,2.667,#5608,1.528,2.333,#5929,1.200,1.833
#5667,1.491,2.278,n/a,n/a,n/a,#5511,1.418,2.167,#5608,1.528,2.333,#5527,1.528,2.333
#5667,1.491,2.278,n/a,n/a,n/a,#5847,1.200,1.833,#4578,2.073,3.167,#5929,1.200,1.833
#5667,1.491,2.278,n/a,n/a,n/a,#5326,1.528,2.333,#5248,1.746,2.667,#5929,1.200,1.833
#5667,1.491,2.278,n/a,n/a,n/a,#5731,1.309,2.000,#5747,1.418,2.167,#5106,1.746,2.667
#5667,1.491,2.278,n/a,n/a,n/a,#5511,1.418,2.167,#5608,1.528,2.333,#5527,1.528,2.333
#5667,1.491,2.278,n/a,n/a,n/a,#5847,1.200,1.833,#5898,1.309,2.000,#4677,1.964,3.000
#5667,1.491,2.278,n/a,n/a,n/a,#5100,1.637,2.500,#5430,1.637,2.500,#5929,1.200,1.833
#5667,1.491,2.278,n/a,n/a,n/a,#5731,1.309,2.000,#5030,1.855,2.833,#5842,1.309,2.000
#5667,1.491,2.278,n/a,n/a,n/a,#5731,1.309,2.000,#5747,1.418,2.167,#5106,1.746,2.667
#5667,1.491,2.278,n/a,n/a,n/a,#4866,1.746,2.667,#5747,1.418,2.167,#5842,1.309,2.000
#5667,1.491,2.278,n/a,n/a,n/a,#5731,1.309,2.000,#5608,1.528,2.333,#5308,1.637,2.500
#5693,1.489,1.489,n/a,n/a,n/a,#5467,1.467,1.467,#5425,1.667,1.667,#5795,1.333,1.333
#5694,1.482,2.095,n/a,n/a,n/a,#5595,1.414,2.000,#4929,1.919,2.714,#5987,1.111,1.571
#5694,1.482,2.095,n/a,n/a,n/a,#5923,1.111,1.571,#5951,1.212,1.714,#4320,2.121,3.000
#5694,1.482,2.095,n/a,n/a,n/a,#5595,1.414,2.000,#5661,1.515,2.143,#5584,1.515,2.143
#5694,1.482,2.095,n/a,n/a,n/a,#5392,1.515,2.143,#5500,1.616,2.286,#5815,1.313,1.857
#5694,1.482,2.095,n/a,n/a,n/a,#5923,1.111,1.571,#5869,1.313,1.857,#4561,2.020,2.857
#5694,1.482,2.095,n/a,n/a,n/a,#5392,1.515,2.143,#5808,1.414,2.000,#5584,1.515,2.143
#5694,1.482,2.095,n/a,n/a,n/a,#5686,1.313,1.857,#5661,1.515,2.143,#5402,1.616,2.286
#5694,1.482,2.095,n/a,n/a,n/a,#5923,1.111,1.571,#4929,1.919,2.714,#5741,1.414,2.000
#5694,1.482,2.095,n/a,n/a,n/a,#5686,1.313,1.857,#5500,1.616,2.286,#5584,1.515,2.143
#5694,1.482,2.095,n/a,n/a,n/a,#5392,1.515,2.143,#5661,1.515,2.143,#5741,1.414,2.000
#5704,1.482,2.095,n/a,n/a,n/a,#5923,1.111,1.571,#5500,1.616,2.286,#5184,1.717,2.429
#5704,1.482,2.095,n/a,n/a,n/a,#5595,1.414,2.000,#5500,1.616,2.286,#5741,1.414,2.000
#5706,1.480,1.958,n/a,n/a,n/a,#5801,1.228,1.625,#5557,1.606,2.125,#5463,1.606,2.125
#5707,1.480,1.958,n/a,n/a,n/a,#5443,1.512,2.000,#5703,1.512,2.000,#5732,1.417,1.875
#5708,1.477,1.667,n/a,n/a,n/a,#5481,1.450,1.636,#5728,1.450,1.636,#5517,1.531,1.727
#5709,1.474,2.467,n/a,n/a,n/a,#5679,1.315,2.200,#5206,1.793,3.000,#5804,1.315,2.200
#5709,1.474,2.467,n/a,n/a,n/a,#5496,1.434,2.400,#6010,1.195,2.000,#5048,1.793,3.000
#5709,1.474,2.467,n/a,n/a,n/a,#5295,1.554,2.600,#5589,1.554,2.600,#5804,1.315,2.200
#5709,1.474,2.467,n/a,n/a,n/a,#5891,1.195,2.000,#5733,1.434,2.400,#5048,1.793,3.000
#5713,1.474,2.467,n/a,n/a,n/a,#5295,1.554,2.600,#5733,1.434,2.400,#5677,1.434,2.400
#5714,1.466,1.583,n/a,n/a,n/a,#5644,1.389,1.500,#5495,1.620,1.750,#5784,1.389,1.500
#5714,1.466,1.583,n/a,n/a,n/a,#5470,1.466,1.583,#5724,1.466,1.583,#5660,1.466,1.583
#5716,1.466,1.583,n/a,n/a,n/a,#5470,1.466,1.583,#5838,1.389,1.500,#5505,1.543,1.667
#5718,1.458,1.513,n/a,n/a,n/a,#5161,1.631,1.692,#5850,1.334,1.385,#5778,1.408,1.462
#5719,1.455,1.815,n/a,n/a,n/a,#5271,1.604,2.000,#5847,1.336,1.667,#5687,1.425,1.778
#5720,1.455,2.222,n/a,n/a,n/a,#5947,1.091,1.667,#5608,1.528,2.333,#5106,1.746,2.667
#5720,1.455,2.222,n/a,n/a,n/a,#5100,1.637,2.500,#5975,1.200,1.833,#5527,1.528,2.333
#5720,1.455,2.222,n/a,n/a,n/a,#5847,1.200,1.833,#5747,1.418,2.167,#5106,1.746,2.667
#5720,1.455,2.222,n/a,n/a,n/a,#5511,1.418,2.167,#5747,1.418,2.167,#5527,1.528,2.333
#5720,1.455,2.222,n/a,n/a,n/a,#5326,1.528,2.333,#5975,1.200,1.833,#5308,1.637,2.500
#5720,1.455,2.222,n/a,n/a,n/a,#5731,1.309,2.000,#5030,1.855,2.833,#5929,1.200,1.833
#5720,1.455,2.222,n/a,n/a,n/a,#5847,1.200,1.833,#5608,1.528,2.333,#5308,1.637,2.500
#5720,1.455,2.222,n/a,n/a,n/a,#5511,1.418,2.167,#5430,1.637,2.500,#5842,1.309,2.000
#5720,1.455,2.222,n/a,n/a,n/a,#5511,1.418,2.167,#5608,1.528,2.333,#5691,1.418,2.167
#5720,1.455,2.222,n/a,n/a,n/a,#5731,1.309,2.000,#5975,1.200,1.833,#4895,1.855,2.833
#5720,1.455,2.222,n/a,n/a,n/a,#5947,1.091,1.667,#5608,1.528,2.333,#5106,1.746,2.667
#5720,1.455,2.222,n/a,n/a,n/a,#5847,1.200,1.833,#5430,1.637,2.500,#5527,1.528,2.333
#5733,1.450,1.636,n/a,n/a,n/a,#6002,1.048,1.182,#4906,1.934,2.182,#5788,1.370,1.545
#5733,1.450,1.636,n/a,n/a,n/a,#5315,1.531,1.727,#5841,1.370,1.545,#5666,1.450,1.636
#5735,1.449,1.917,n/a,n/a,n/a,#5574,1.417,1.875,#5852,1.323,1.750,#5463,1.606,2.125
#5736,1.449,1.917,n/a,n/a,n/a,#5574,1.417,1.875,#5703,1.512,2.000,#5732,1.417,1.875
#5736,1.449,1.917,n/a,n/a,n/a,#5574,1.417,1.875,#5703,1.512,2.000,#5732,1.417,1.875
#5738,1.448,2.048,n/a,n/a,n/a,#5686,1.313,1.857,#5661,1.515,2.143,#5584,1.515,2.143
#5739,1.448,2.048,n/a,n/a,n/a,#5686,1.313,1.857,#5500,1.616,2.286,#5741,1.414,2.000
#5739,1.448,2.048,n/a,n/a,n/a,#5811,1.212,1.714,#4929,1.919,2.714,#5903,1.212,1.714
#5739,1.448,2.048,n/a,n/a,n/a,#6014,1.010,1.429,#5500,1.616,2.286,#5184,1.717,2.429
#5739,1.448,2.048,n/a,n/a,n/a,#5811,1.212,1.714,#5661,1.515,2.143,#5402,1.616,2.286
#5739,1.448,2.048,n/a,n/a,n/a,#5595,1.414,2.000,#5661,1.515,2.143,#5741,1.414,2.000
#5739,1.448,2.048,n/a,n/a,n/a,#5176,1.616,2.286,#5661,1.515,2.143,#5903,1.212,1.714
#5739,1.448,2.048,n/a,n/a,n/a,#5811,1.212,1.714,#5500,1.616,2.286,#5584,1.515,2.143
#5739,1.448,2.048,n/a,n/a,n/a,#5595,1.414,2.000,#5661,1.515,2.143,#5741,1.414,2.000
#5739,1.448,2.048,n/a,n/a,n/a,#5595,1.414,2.000,#5808,1.414,2.000,#5584,1.515,2.143
#5748,1.444,1.444,n/a,n/a,n/a,#5785,1.292,1.292,#5727,1.458,1.458,#5489,1.583,1.583
#5749,1.434,2.400,n/a,n/a,n/a,#5891,1.195,2.000,#5589,1.554,2.600,#5497,1.554,2.600
#5749,1.434,2.400,n/a,n/a,n/a,#5496,1.434,2.400,#5733,1.434,2.400,#5677,1.434,2.400
#5751,1.424,1.606,n/a,n/a,n/a,#5839,1.209,1.364,#5549,1.612,1.818,#5666,1.450,1.636
#5752,1.418,2.167,n/a,n/a,n/a,#5947,1.091,1.667,#5608,1.528,2.333,#5308,1.637,2.500
#5753,1.418,2.167,n/a,n/a,n/a,#5731,1.309,2.000,#5608,1.528,2.333,#5691,1.418,2.167
#5753,1.418,2.167,n/a,n/a,n/a,#5511,1.418,2.167,#5747,1.418,2.167,#5691,1.418,2.167
#5753,1.418,2.167,n/a,n/a,n/a,#5847,1.200,1.833,#5747,1.418,2.167,#5308,1.637,2.500
#5753,1.418,2.167,n/a,n/a,n/a,#5947,1.091,1.667,#5248,1.746,2.667,#5691,1.418,2.167
#5753,1.418,2.167,n/a,n/a,n/a,#5326,1.528,2.333,#5898,1.309,2.000,#5691,1.418,2.167
#5753,1.418,2.167,n/a,n/a,n/a,#5511,1.418,2.167,#5608,1.528,2.333,#5842,1.309,2.000
#5753,1.418,2.167,n/a,n/a,n/a,#5100,1.637,2.500,#6036,1.091,1.667,#5527,1.528,2.333
#5753,1.418,2.167,n/a,n/a,n/a,#5326,1.528,2.333,#5747,1.418,2.167,#5842,1.309,2.000
#5753,1.418,2.167,n/a,n/a,n/a,#5947,1.091,1.667,#5430,1.637,2.500,#5527,1.528,2.333
#5753,1.418,2.167,n/a,n/a,n/a,#5326,1.528,2.333,#5747,1.418,2.167,#5842,1.309,2.000
#5753,1.418,2.167,n/a,n/a,n/a,#5847,1.200,1.833,#5608,1.528,2.333,#5527,1.528,2.333
#5753,1.418,2.167,n/a,n/a,n/a,#5731,1.309,2.000,#5430,1.637,2.500,#5842,1.309,2.000
#5753,1.418,2.167,n/a,n/a,n/a,#5731,1.309,2.000,#5430,1.637,2.500,#5842,1.309,2.000
#5753,1.418,2.167,n/a,n/a,n/a,#5847,1.200,1.833,#5747,1.418,2.167,#5308,1.637,2.500
#5753,1.418,2.167,n/a,n/a,n/a,#5511,1.418,2.167,#5608,1.528,2.333,#5842,1.309,2.000
#5753,1.418,2.167,n/a,n/a,n/a,#5511,1.418,2.167,#5747,1.418,2.167,#5691,1.418,2.167
#5753,1.418,2.167,n/a,n/a,n/a,#5731,1.309,2.000,#5608,1.528,2.333,#5691,1.418,2.167
#5753,1.418,2.167,n/a,n/a,n/a,#5731,1.309,2.000,#5430,1.637,2.500,#5842,1.309,2.000
#5753,1.418,2.167,n/a,n/a,n/a,#5511,1.418,2.167,#5747,1.418,2.167,#5691,1.418,2.167
#5753,1.418,2.167,n/a,n/a,n/a,#5511,1.418,2.167,#5747,1.418,2.167,#5691,1.418,2.167
#5753,1.418,2.167,n/a,n/a,n/a,#5847,1.200,1.833,#5898,1.309,2.000,#5106,1.746,2.667
#5753,1.418,2.167,n/a,n/a,n/a,#5947,1.091,1.667,#5248,1.746,2.667,#5691,1.418,2.167
#5775,1.417,1.875,n/a,n/a,n/a,#5443,1.512,2.000,#5557,1.606,2.125,#5981,1.134,1.500
#5775,1.417,1.875,n/a,n/a,n/a,#5913,1.134,1.500,#5944,1.228,1.625,#4855,1.890,2.500
#5777,1.414,1.528,n/a,n/a,n/a,#5304,1.543,1.667,#5838,1.389,1.500,#5836,1.312,1.417
#5777,1.414,1.528,n/a,n/a,n/a,#5470,1.466,1.583,#5724,1.466,1.583,#5836,1.312,1.417
#5779,1.414,2.000,n/a,n/a,n/a,#5686,1.313,1.857,#5808,1.414,2.000,#5584,1.515,2.143
#5779,1.414,2.000,n/a,n/a,n/a,#5923,1.111,1.571,#4929,1.919,2.714,#5903,1.212,1.714
#5779,1.414,2.000,n/a,n/a,n/a,#5595,1.414,2.000,#5808,1.414,2.000,#5741,1.414,2.000
#5779,1.414,2.000,n/a,n/a,n/a,#5595,1.414,2.000,#5869,1.313,1.857,#5584,1.515,2.143
#5779,1.414,2.000,n/a,n/a,n/a,#5392,1.515,2.143,#5951,1.212,1.714,#5584,1.515,2.143
#5779,1.414,2.000,n/a,n/a,n/a,#5686,1.313,1.857,#5500,1.616,2.286,#5815,1.313,1.857
#5785,1.414,2.000,n/a,n/a,n/a,#5595,1.414,2.000,#5500,1.616,2.286,#5903,1.212,1.714
#5786,1.412,1.412,n/a,n/a,n/a,#5797,1.235,1.235,#4901,1.941,1.941,#6035,1.059,1.059
#5787,1.409,1.667,n/a,n/a,n/a,#5068,1.690,2.000,#5938,1.268,1.500,#5890,1.268,1.500
#5787,1.409,1.667,n/a,n/a,n/a,#5946,1.099,1.300,#5024,1.859,2.200,#5890,1.268,1.500
#5789,1.408,1.462,n/a,n/a,n/a,#5635,1.408,1.462,#5833,1.408,1.462,#5778,1.408,1.462
#5790,1.400,1.400,n/a,n/a,n/a,#5637,1.400,1.400,#5837,1.400,1.400,#5781,1.400,1.400
#5791,1.396,1.741,n/a,n/a,n/a,#5504,1.425,1.778,#5577,1.604,2.000,#5976,1.158,1.444
#5792,1.394,2.333,n/a,n/a,n/a,#5295,1.554,2.600,#5857,1.315,2.200,#5804,1.315,2.200
#5793,1.386,1.833,n/a,n/a,n/a,#5668,1.323,1.750,#5703,1.512,2.000,#5796,1.323,1.750
#5794,1.386,1.833,n/a,n/a,n/a,#5443,1.512,2.000,#5797,1.417,1.875,#5899,1.228,1.625
#5794,1.386,1.833,n/a,n/a,n/a,#5574,1.417,1.875,#5703,1.512,2.000,#5899,1.228,1.625
#5796,1.382,2.111,n/a,n/a,n/a,#5947,1.091,1.667,#5898,1.309,2.000,#5106,1.746,2.667
#5796,1.382,2.111,n/a,n/a,n/a,#5731,1.309,2.000,#5898,1.309,2.000,#5527,1.528,2.333
#5796,1.382,2.111,n/a,n/a,n/a,#5731,1.309,2.000,#5898,1.309,2.000,#5527,1.528,2.333
#5796,1.382,2.111,n/a,n/a,n/a,#5511,1.418,2.167,#5747,1.418,2.167,#5842,1.309,2.000
#5796,1.382,2.111,n/a,n/a,n/a,#5731,1.309,2.000,#5430,1.637,2.500,#5929,1.200,1.833
#5796,1.382,2.111,n/a,n/a,n/a,#5847,1.200,1.833,#5248,1.746,2.667,#5929,1.200,1.833
#5796,1.382,2.111,n/a,n/a,n/a,#5731,1.309,2.000,#5747,1.418,2.167,#5691,1.418,2.167
#5796,1.382,2.111,n/a,n/a,n/a,#5947,1.091,1.667,#5030,1.855,2.833,#5929,1.200,1.833
#5796,1.382,2.111,n/a,n/a,n/a,#5731,1.309,2.000,#5608,1.528,2.333,#5842,1.309,2.000
#5796,1.382,2.111,n/a,n/a,n/a,#5511,1.418,2.167,#5975,1.200,1.833,#5527,1.528,2.333
#5796,1.382,2.111,n/a,n/a,n/a,#5511,1.418,2.167,#5975,1.200,1.833,#5527,1.528,2.333
#5796,1.382,2.111,n/a,n/a,n/a,#5731,1.309,2.000,#5747,1.418,2.167,#5691,1.418,2.167
#5796,1.382,2.111,n/a,n/a,n/a,#5731,1.309,2.000,#5975,1.200,1.833,#5308,1.637,2.500
#5796,1.382,2.111,n/a,n/a,n/a,#5847,1.200,1.833,#5608,1.528,2.333,#5691,1.418,2.167
#5796,1.382,2.111,n/a,n/a,n/a,#5511,1.418,2.167,#5898,1.309,2.000,#5691,1.418,2.167
#5811,1.382,2.111,n/a,n/a,n/a,#5731,1.309,2.000,#5248,1.746,2.667,#6002,1.091,1.667
#5812,1.381,1.952,n/a,n/a,n/a,#5811,1.212,1.714,#5808,1.414,2.000,#5584,1.515,2.143
#5812,1.381,1.952,n/a,n/a,n/a,#5923,1.111,1.571,#5951,1.212,1.714,#4967,1.818,2.571
#5814,1.381,1.952,n/a,n/a,n/a,#5811,1.212,1.714,#5869,1.313,1.857,#5402,1.616,2.286
#5814,1.381,1.952,n/a,n/a,n/a,#6014,1.010,1.429,#5661,1.515,2.143,#5402,1.616,2.286
#5814,1.381,1.952,n/a,n/a,n/a,#5811,1.212,1.714,#5500,1.616,2.286,#5815,1.313,1.857
#5817,1.381,1.952,n/a,n/a,n/a,#5595,1.414,2.000,#5869,1.313,1.857,#5741,1.414,2.000
#5817,1.381,1.952,n/a,n/a,n/a,#5686,1.313,1.857,#5808,1.414,2.000,#5741,1.414,2.000
#5819,1.380,1.633,n/a,n/a,n/a,#5901,1.183,1.400,#5844,1.352,1.600,#5480,1.606,1.900
#5819,1.380,1.633,n/a,n/a,n/a,#5789,1.268,1.500,#5730,1.437,1.700,#5673,1.437,1.700
